timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-12-22,5.15960000,5.19960000,3.25000000,4.29120000,1599471.66000000,1513987199999,6727001.09180300,17670,686165.77000000,2903590.96534200,0
2017-12-23,4.29120000,4.99800000,4.17000000,4.40000000,964500.62000000,1514073599999,4432830.06961300,16774,491669.28000000,2270020.56387800,0
2017-12-24,4.40000000,5.20000000,3.80000000,5.18100000,1047106.95000000,1514159999999,4706891.05318300,46818,603779.33000000,2711662.81479800,0
2017-12-25,5.18990000,6.88000000,5.02900000,6.46310000,1480881.60000000,1514246399999,8940235.58000900,36765,778999.96000000,4733735.31655400,0
2017-12-26,6.46310000,10.79300000,6.35000000,9.25400000,3081660.72000000,1514332799999,25800543.06366100,72074,1697920.88000000,14190770.20124200,0
2017-12-27,9.28610000,11.30000000,8.26050000,10.07310000,2851073.22000000,1514419199999,27989687.57245100,64300,1377360.05000000,13581639.71956500,0
2017-12-28,10.07000000,10.25000000,7.80000000,9.25000000,2593236.47000000,1514505599999,22221179.90764500,165192,1229768.43000000,10532163.41827500,0
2017-12-29,9.28000000,9.80200000,8.39000000,8.70940000,1401565.33000000,1514591999999,12573057.26630500,30865,667814.59000000,6007021.32079600,0
2017-12-30,8.68080000,8.70940000,6.93010000,7.59470000,1648305.01000000,1514678399999,12799185.75526000,32178,618466.27000000,4761697.58732000,0
2017-12-31,7.57830000,8.79800000,7.51750000,8.53000000,1289214.15000000,1514764799999,10608475.15400000,31704,699950.53000000,5775400.05450100,0
2018-01-01,8.54780000,8.70000000,7.80000000,8.45000000,654338.84000000,1514851199999,5400587.85920700,20279,284543.08000000,2353359.33134400,0
2018-01-02,8.45000000,9.11330000,8.09220000,8.71500000,1262633.42000000,1514937599999,10811231.71794000,33193,570796.29000000,4897457.10487000,0
2018-01-03,8.71510000,9.46970000,8.26530000,9.30400000,947392.65000000,1515023999999,8256005.92808300,27401,458242.42000000,4008115.06458000,0
2018-01-04,9.30400000,9.65110000,8.55950000,9.14300000,964494.94000000,1515110399999,8720171.27056800,28847,441178.83000000,4008049.54235500,0
2018-01-05,9.13500000,16.81720000,8.96510000,14.89080000,2764977.04000000,1515196799999,34978202.42394700,51841,1602589.46000000,20568644.63565500,0
2018-01-06,14.89080000,23.60000000,14.69990000,22.60000000,3130487.22000000,1515283199999,57138637.81928800,70041,1771812.52000000,32876634.52498500,0
2018-01-07,22.60000000,22.65990000,18.05000000,18.59400000,1543764.49000000,1515369599999,31345967.06374400,46194,708776.55000000,14454828.42410700,0
2018-01-08,18.53750000,19.29990000,14.00180000,17.99710000,2112065.22000000,1515455999999,36185866.15215200,49814,914759.61000000,15772386.12940400,0
2018-01-09,18.04000000,20.61140000,16.43500000,17.39900000,1309277.95000000,1515542399999,23915578.63913200,42380,583909.64000000,10759858.49616800,0
2018-01-10,17.39920000,17.55540000,14.60040000,17.50000000,1172651.15000000,1515628799999,18789438.19822000,42308,492674.28000000,7935495.94308100,0
2018-01-11,17.50000000,23.10790000,13.66000000,21.20240000,3542366.83000000,1515715199999,66194432.30562400,88612,2166202.35000000,41150574.95494500,0
2018-01-12,21.10220000,25.18000000,19.10000000,22.19990000,2902338.37000000,1515801599999,65523685.05981800,86735,1365957.48000000,30737213.94641000,0
2018-01-13,22.19990000,23.49980000,21.04000000,22.02460000,1080455.71000000,1515887999999,23892359.65660300,44230,467575.41000000,10377178.21276600,0
2018-01-14,22.02520000,22.10000000,18.21000000,20.45410000,1384083.33000000,1515974399999,27604526.76159300,42782,665685.96000000,13230835.39501400,0
2018-01-15,20.45460000,23.23100000,19.01130000,19.33960000,2288556.77000000,1516060799999,48015494.10122100,66566,1169272.59000000,24767179.14227500,0
2018-01-16,19.43760000,19.44750000,9.89000000,13.19960000,9933431.45000000,1516147199999,139644539.59599600,147935,4334479.85000000,61231872.23743700,0
2018-01-17,13.02620000,15.70000000,9.40010000,14.19980000,9971697.17000000,1516233599999,122414802.67238600,142631,4982836.89000000,61525790.21285100,0
2018-01-18,14.11910000,15.90000000,13.02030000,14.13970000,6699252.37000000,1516319999999,97652794.24673500,118654,3287597.88000000,48019515.81751900,0
2018-01-19,14.04050000,15.47990000,13.50100000,14.94470000,3004070.17000000,1516406399999,43859906.14654100,62345,1560977.49000000,22808330.86783200,0
2018-01-20,14.94470000,16.68000000,14.82490000,16.17120000,2617140.33000000,1516492799999,41482318.42896400,57285,1314236.78000000,20830639.11396800,0
2018-01-21,16.16020000,16.26000000,13.03390000,14.13340000,3318363.34000000,1516579199999,47611231.71222700,71698,1412787.57000000,20310536.11705900,0
2018-01-22,14.13340000,14.49780000,11.61010000,12.91000000,2873190.83000000,1516665599999,37462952.57559700,64756,1217532.07000000,15864567.85486000,0
2018-01-23,12.91490000,13.90000000,11.63700000,13.10220000,2335831.96000000,1516751999999,30111386.35554000,56423,1143458.17000000,14805121.98182600,0
2018-01-24,13.14940000,14.30000000,12.60000000,13.80000000,1947186.76000000,1516838399999,26281710.58019500,49234,964474.62000000,13037708.38637200,0
2018-01-25,13.79980000,14.15160000,13.01000000,13.19050000,1427643.05000000,1516924799999,19412612.63880600,39298,611524.95000000,8319211.54408300,0
2018-01-26,13.19050000,13.59890000,12.01000000,13.13440000,1788845.56000000,1517011199999,22953959.42558000,43843,820913.77000000,10537197.55958300,0
2018-01-27,13.16900000,13.55100000,12.85000000,13.39940000,992878.39000000,1517097599999,13146032.47726400,27493,496983.79000000,6587591.97945500,0
2018-01-28,13.39910000,14.02350000,13.30000000,13.77390000,1377401.90000000,1517183999999,18904156.17643300,37047,627386.18000000,8620370.25069700,0
2018-01-29,13.77390000,13.87000000,12.73900000,12.81500000,857953.21000000,1517270399999,11323433.16813600,36407,283251.99000000,3746954.82208700,0
2018-01-30,12.82950000,12.98000000,11.11000000,11.47490000,1322539.56000000,1517356799999,15867521.22745400,60334,439960.55000000,5273927.89141300,0
2018-01-31,11.46000000,11.54830000,10.55300000,11.31310000,947115.48000000,1517443199999,10484378.71513900,51311,372638.92000000,4119751.82677100,0
2018-02-01,11.31310000,11.45000000,8.63000000,9.51380000,2169016.01000000,1517529599999,21324215.61902900,79432,874671.94000000,8598497.82782700,0
2018-02-02,9.51380000,10.74900000,7.30000000,9.74840000,4023356.31000000,1517615999999,36505514.47776100,121757,1824629.29000000,16598818.27995600,0
2018-02-03,9.74850000,10.35400000,8.58180000,9.72520000,2348921.72000000,1517702399999,22613977.15002500,89047,1174331.38000000,11300838.13659600,0
2018-02-04,9.74970000,9.75270000,8.01200000,8.35110000,2015678.77000000,1517788799999,17956277.48815400,69602,843918.78000000,7510381.70115500,0
2018-02-05,8.40030000,8.60050000,6.08010000,6.73150000,3127797.46000000,1517875199999,22662358.50708400,90071,1421558.59000000,10365366.76457400,0
2018-02-06,6.72160000,8.60000000,5.52330000,8.26300000,6158895.87000000,1517961599999,43465082.51621600,157259,2973180.89000000,21067761.90536400,0
2018-02-07,8.25020000,9.23600000,7.28000000,8.06470000,4409292.58000000,1518047999999,36944818.07555500,125841,2131197.98000000,17885974.69396500,0
2018-02-08,8.09790000,8.38870000,8.00120000,8.27910000,91986.49000000,1518134399999,759169.47218100,1930,60463.29000000,499188.71954600,0
2018-02-09,8.27910000,10.00000000,8.27900000,9.86000000,2406640.35000000,1518220799999,22679154.33840300,62867,1163018.29000000,10977817.92671700,0
2018-02-10,9.86000000,10.44440000,8.76700000,9.24480000,3349144.70000000,1518307199999,32153679.13439000,93350,1625337.09000000,15612809.33969200,0
2018-02-11,9.25010000,9.50000000,8.02000000,8.67400000,3021732.48000000,1518393599999,26487879.88214400,116910,1485610.23000000,13028698.96283200,0
2018-02-12,8.67390000,9.43480000,8.65900000,9.33890000,1912462.38000000,1518479999999,17582215.10466300,94865,972130.85000000,8943207.53890500,0
2018-02-13,9.33900000,9.36000000,8.73060000,9.01600000,1365850.96000000,1518566399999,12322372.96155800,60462,605440.05000000,5462914.60780400,0
2018-02-14,9.00010000,10.65000000,8.95300000,10.40960000,2568177.67000000,1518652799999,24867818.30535800,88417,1329493.95000000,12886506.98532700,0
2018-02-15,10.40630000,11.29000000,9.97840000,10.86610000,4236021.22000000,1518739199999,45428000.50759400,140707,2083884.91000000,22374914.77317600,0
2018-02-16,10.87840000,11.25000000,10.30000000,11.25000000,1968986.94000000,1518825599999,21239028.80938100,76064,973752.07000000,10521479.81627800,0
2018-02-17,11.20540000,11.84610000,10.85000000,11.66000000,2278513.20000000,1518911999999,26288227.89548600,84738,1105011.59000000,12758204.99183400,0
2018-02-18,11.68270000,11.68270000,10.58190000,10.66310000,2183910.15000000,1518998399999,24076691.29668300,83390,1063569.11000000,11734259.27932300,0
2018-02-19,10.66310000,11.18990000,10.53980000,11.06010000,1336755.03000000,1519084799999,14693133.11650700,58477,681805.04000000,7498219.50743600,0
2018-02-20,11.06990000,11.20000000,9.68000000,9.88880000,2357501.48000000,1519171199999,25120547.90545400,83560,978445.00000000,10412029.68854400,0
2018-02-21,9.88880000,10.22520000,9.04500000,9.37990000,2277445.93000000,1519257599999,21918750.26807900,90850,1100803.50000000,10593516.72643200,0
2018-02-22,9.39500000,9.81290000,8.62030000,8.86000000,1792778.94000000,1519343999999,16364492.72024400,75059,834506.06000000,7627316.52024600,0
2018-02-23,8.84740000,9.73010000,8.60000000,9.69300000,1621549.49000000,1519430399999,14877321.47372900,66343,834178.19000000,7659720.55945600,0
2018-02-24,9.70000000,9.83790000,8.69020000,9.08730000,1356848.25000000,1519516799999,12541275.41440700,58144,661348.72000000,6127336.92028300,0
2018-02-25,9.11610000,9.47000000,8.90000000,9.35000000,888973.06000000,1519603199999,8166986.47499900,34258,423257.39000000,3895815.25697900,0
2018-02-26,9.36770000,10.09990000,9.09000000,9.91990000,1266163.05000000,1519689599999,12220016.04472500,50516,601755.59000000,5797694.09232100,0
2018-02-27,9.91990000,11.11110000,9.77130000,10.56000000,2377225.58000000,1519775999999,25366239.49956800,75277,1172440.27000000,12510455.28716100,0
2018-02-28,10.56000000,11.17430000,10.32950000,10.45360000,1610363.07000000,1519862399999,17222788.46237700,57703,804217.22000000,8619434.85549600,0
2018-03-01,10.46410000,10.68000000,10.32450000,10.47680000,1224834.48000000,1519948799999,12865720.18206600,44634,536528.93000000,5638941.68778300,0
2018-03-02,10.47150000,10.58500000,10.11360000,10.23480000,710198.47000000,1520035199999,7352923.49879900,32059,289560.50000000,2994478.34683700,0
2018-03-03,10.23470000,10.46940000,10.11710000,10.23990000,636280.81000000,1520121599999,6565327.50176500,28791,257252.84000000,2657349.26455800,0
2018-03-04,10.23990000,10.42390000,9.85010000,10.41390000,591499.65000000,1520207999999,5999839.60684800,28561,333802.44000000,3395856.11474000,0
2018-03-05,10.41390000,10.45330000,10.08470000,10.08470000,467389.77000000,1520294399999,4817003.63716500,26636,241363.19000000,2492333.82844300,0
2018-03-06,10.08400000,10.13400000,9.10250000,9.38990000,939994.70000000,1520380799999,9004310.68173600,36492,500897.69000000,4782985.73532800,0
2018-03-07,9.38990000,10.21140000,8.11000000,9.04050000,2930631.06000000,1520467199999,26852891.54829900,82063,1522921.14000000,13984839.05803700,0
2018-03-08,9.04460000,9.19210000,8.02110000,8.27030000,1878677.62000000,1520553599999,15950752.24467400,64654,898321.21000000,7651523.13551800,0
2018-03-09,8.27030000,8.34210000,7.06000000,8.28070000,1949612.67000000,1520639999999,14901604.20019800,75679,989550.72000000,7563547.01172700,0
2018-03-10,8.29510000,8.34980000,7.55530000,7.65000000,2213393.39000000,1520726399999,17878163.37168000,46906,1221142.18000000,9871058.77014200,0
2018-03-11,7.65000000,8.42300000,7.20000000,8.26800000,2660649.85000000,1520812799999,21201501.07575900,51059,1494073.62000000,11932374.77592900,0
2018-03-12,8.26790000,8.49880000,7.66000000,8.03400000,2529859.67000000,1520899199999,20891213.10657100,44596,1399740.02000000,11580727.00424000,0
2018-03-13,8.02040000,11.00000000,7.80550000,10.21880000,7227864.56000000,1520985599999,69292853.79219300,147241,3934692.76000000,37583019.92251200,0
2018-03-14,10.19990000,10.67530000,8.50000000,8.92430000,5154134.62000000,1521071999999,50429708.10562900,113508,2737653.92000000,26914738.47098300,0
2018-03-15,8.91500000,9.44860000,8.30000000,9.10470000,4274358.77000000,1521158399999,38290247.37082900,85283,2147644.29000000,19265435.04074300,0
2018-03-16,9.10740000,9.38000000,8.55000000,9.06450000,4046429.23000000,1521244799999,36778757.58301600,52658,2201661.12000000,19981726.89286500,0
2018-03-17,9.10430000,9.47100000,8.62450000,8.92310000,3951199.27000000,1521331199999,35664698.27317500,50213,2124570.93000000,19152630.25004300,0
2018-03-18,8.92560000,8.98000000,7.80000000,8.96480000,3959581.29000000,1521417599999,33053790.20528100,83905,2047368.75000000,17101997.18449200,0
2018-03-19,8.96640000,9.40000000,8.45000000,9.03500000,3907835.70000000,1521503999999,34486023.70182700,78120,2146025.27000000,18964065.12231900,0
2018-03-20,9.03500000,9.28880000,8.60010000,9.16180000,3926209.35000000,1521590399999,35159668.43916100,64516,2011239.45000000,18017935.12893800,0
2018-03-21,9.18650000,10.33830000,9.01000000,9.97770000,4959307.31000000,1521676799999,47849842.97735000,89984,2602158.32000000,25136701.35796400,0
2018-03-22,9.97290000,10.94000000,9.47000000,10.08060000,4709042.44000000,1521763199999,47848987.77669300,107559,2300794.47000000,23410668.48882000,0
2018-03-23,10.06140000,11.98000000,9.50000000,11.73970000,5510835.71000000,1521849599999,58744458.38491300,114219,2873810.64000000,30690279.30202500,0
2018-03-24,11.71580000,14.94440000,11.53140000,13.23980000,8441747.33000000,1521935999999,109966022.96765700,183565,4314061.31000000,56139339.86961200,0
2018-03-25,13.23980000,14.26000000,12.47710000,12.95000000,6175307.17000000,1522022399999,82161202.42043000,137232,2940644.94000000,39137650.56415200,0
2018-03-26,12.95000000,13.04000000,10.81890000,12.05000000,5486492.23000000,1522108799999,65134074.94888700,111254,2822593.77000000,33570260.70587100,0
2018-03-27,12.01000000,12.23000000,10.83000000,11.54040000,4077306.58000000,1522195199999,47085538.25619300,93422,1978793.50000000,22906084.03996700,0
2018-03-28,11.54040000,12.23500000,11.31000000,11.68880000,3219334.40000000,1522281599999,37792501.91211100,63096,1591757.44000000,18693459.20864600,0
2018-03-29,11.68700000,11.74940000,10.11000000,10.18770000,3602154.55000000,1522367999999,39276255.09727600,98029,1803152.27000000,19722349.49845700,0
2018-03-30,10.18770000,10.87690000,9.63050000,10.39550000,3795257.43000000,1522454399999,38548819.30756200,134622,1928682.07000000,19625070.01267300,0
2018-03-31,10.40000000,11.48360000,10.25000000,11.05100000,4177534.21000000,1522540799999,45663753.20328400,90096,2118163.83000000,23149678.87167800,0
2018-04-01,11.05990000,11.31060000,10.30020000,11.07670000,4095797.21000000,1522627199999,44633665.77944000,91391,2218471.45000000,24208904.73865100,0
2018-04-02,11.09560000,12.68000000,10.98150000,12.59960000,4507155.16000000,1522713599999,53481043.80050000,93935,2295314.86000000,27181045.29860300,0
2018-04-03,12.59960000,13.97010000,12.21140000,13.30500000,5149823.24000000,1522799999999,68261762.42742300,123247,2550063.10000000,33808966.59986300,0
2018-04-04,13.27880000,13.48890000,12.00000000,12.21000000,5112820.69000000,1522886399999,64097901.42375500,133806,2373126.10000000,29782537.15520600,0
2018-04-05,12.20980000,12.65000000,12.09300000,12.48880000,4295442.59000000,1522972799999,53212219.53121100,76267,2150960.45000000,26672914.91695000,0
2018-04-06,12.48880000,12.70010000,12.01150000,12.25990000,3151837.66000000,1523059199999,38651401.40744200,51383,1761833.44000000,21614044.24471800,0
2018-04-07,12.26000000,12.64870000,12.22000000,12.50000000,3256833.91000000,1523145599999,40619324.09195200,51303,1717405.06000000,21423166.90172400,0
2018-04-08,12.50000000,12.52160000,12.11000000,12.13110000,3085224.78000000,1523231999999,37945714.87247700,47888,1733940.95000000,21331585.16122400,0
2018-04-09,12.12440000,12.55000000,11.51000000,11.88880000,3011093.55000000,1523318399999,36295327.01358000,77270,1488630.64000000,17958858.37108000,0
2018-04-10,11.88320000,12.44100000,11.77000000,12.09040000,3449392.51000000,1523404799999,41694196.55843300,61241,1596454.66000000,19317831.16706800,0
2018-04-11,12.11210000,12.33000000,11.77000000,12.33000000,3394146.16000000,1523491199999,40544573.62147900,49233,1710696.67000000,20443487.24493100,0
2018-04-12,12.33000000,13.03400000,11.85000000,13.00870000,4889173.13000000,1523577599999,60784049.31255600,112448,2536867.62000000,31569477.62081500,0
2018-04-13,13.00870000,13.82000000,12.69610000,13.52000000,5339975.42000000,1523663999999,70417293.13466900,113035,2837794.69000000,37449400.64243600,0
2018-04-14,13.52000000,13.88000000,12.91740000,13.28880000,3521128.98000000,1523750399999,47242696.62324300,65929,1881261.34000000,25286092.91980100,0
2018-04-15,13.28650000,13.62000000,12.90000000,13.09890000,3854973.61000000,1523836799999,50966457.16128700,78848,1771348.15000000,23465247.36119600,0
2018-04-16,13.09850000,13.09970000,12.01100000,12.23420000,2709514.47000000,1523923199999,33604249.54275600,62677,1238026.97000000,15333481.97255100,0
2018-04-17,12.23420000,12.48480000,11.66580000,11.77700000,2444511.00000000,1524009599999,29830190.39165400,59324,1145149.80000000,13987215.06393700,0
2018-04-18,11.77700000,12.45000000,11.51100000,12.29990000,2739464.35000000,1524095999999,32476880.96160200,57860,1350782.98000000,16039982.19405900,0
2018-04-19,12.29990000,12.44000000,12.02000000,12.36100000,2401088.65000000,1524182399999,29469321.84941200,48333,1148488.50000000,14108099.07551400,0
2018-04-20,12.35020000,12.72410000,11.85000000,12.58580000,2737433.33000000,1524268799999,33661511.19810200,63454,1307596.72000000,16081902.63328900,0
2018-04-21,12.57400000,13.74000000,12.38000000,13.33020000,4556037.09000000,1524355199999,59501254.83620400,115450,2391854.95000000,31290873.83187800,0
2018-04-22,13.36890000,13.39870000,12.80000000,12.88880000,2564431.16000000,1524441599999,33398981.91838300,57960,1291206.90000000,16830512.26833900,0
2018-04-23,12.88870000,13.86440000,12.82000000,13.64500000,4448320.55000000,1524527999999,60098620.41393800,67908,2105006.84000000,28421712.24758300,0
2018-04-24,13.64490000,15.68050000,13.60960000,15.08950000,4773630.91000000,1524614399999,69952675.33240100,106099,2503632.45000000,36674094.51969200,0
2018-04-25,15.07860000,15.90000000,12.91000000,13.39990000,5198344.23000000,1524700799999,73903160.46649200,145033,2585192.67000000,36847954.79476700,0
2018-04-26,13.39990000,14.75000000,13.18550000,14.63000000,4222900.08000000,1524787199999,59387951.33005800,84617,2129754.63000000,29937200.60286200,0
2018-04-27,14.62990000,14.78540000,14.10750000,14.23960000,2886054.25000000,1524873599999,41808566.92541200,60734,1410101.24000000,20421526.59507500,0
2018-04-28,14.24930000,15.40000000,14.16280000,15.20110000,3784189.33000000,1524959999999,56833811.86393400,62626,2256987.53000000,33935409.38926800,0
2018-04-29,15.16720000,15.43600000,14.50010000,15.04890000,2829207.93000000,1525046399999,42480975.98889800,60732,1440292.91000000,21632664.44335500,0
2018-04-30,15.04890000,15.15000000,14.04000000,14.32910000,2063155.39000000,1525132799999,30209221.62039300,56138,992769.30000000,14568376.95472400,0
2018-05-01,14.32710000,14.32880000,13.50000000,14.17110000,1987546.78000000,1525219199999,27657821.70001200,49512,1055426.23000000,14706877.33922900,0
2018-05-02,14.14210000,14.44000000,13.90010000,14.43900000,2097270.40000000,1525305599999,29709562.92962300,45055,1133920.86000000,16063123.13992800,0
2018-05-03,14.43890000,14.85990000,14.17990000,14.69990000,2502529.16000000,1525391999999,36292488.94313500,71342,1378291.34000000,19993562.69249200,0
2018-05-04,14.64930000,14.74990000,14.25000000,14.36220000,1875629.56000000,1525478399999,27098755.54611500,50352,1003512.68000000,14503321.84829400,0
2018-05-05,14.36210000,14.57000000,14.21000000,14.44680000,1877245.04000000,1525564799999,27029269.39908700,46437,912235.46000000,13144204.05820500,0
2018-05-06,14.44400000,14.93840000,13.54950000,14.01200000,2099311.50000000,1525651199999,30025181.61762200,64857,1079242.37000000,15439918.75755600,0
2018-05-07,13.99930000,14.07640000,12.91500000,13.71000000,1651401.64000000,1525737599999,22175899.26710900,56189,833909.84000000,11199539.01566400,0
2018-05-08,13.71910000,13.97330000,13.00010000,13.49810000,1439759.01000000,1525823999999,19482429.03043200,42686,753159.86000000,10208693.32420100,0
2018-05-09,13.50000000,14.80000000,13.02000000,14.64170000,2600990.70000000,1525910399999,36481965.56317100,58437,1398648.00000000,19669497.45654600,0
2018-05-10,14.62660000,15.05000000,13.73230000,13.79570000,1653996.30000000,1525996799999,23814558.64131300,49573,777326.86000000,11218450.75929500,0
2018-05-11,13.77370000,14.13000000,12.52110000,12.98840000,1567764.99000000,1526083199999,20738478.51110000,62929,704901.86000000,9347919.22778800,0
